sr,service,name,name_mm,address,address_mm,phone1,phone2,phone3,phone4,phone5,township_mm,Pyinoolwin,state_region_mm,state_region,LatLong,remark,running_status,status,services,curfew,opening_hour,opening_days,updated_phone,new_lat,new_long,url
707,ပရဟိတ,,ဒီကာယု,,သာကေတမြို့နယ်,09248471899,,,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,,,,,,,,,
708,ပရဟိတ,,ဓူဝံကြယ်သဘာဝဘေးအန္တရာယ်ကူညီကယ်ဆယ်ရေးအဖွဲ့,,သာကေတမြို့နယ်,09420021027,,,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,,,,,,,,,
709,ဆရာဝန် (ဖုန်းဝန်ဆောင်မှု),,Telehealth Chin State,,https://www.facebook.com/TelehealthChinState,,,,,,,,,,,Monday to Friday 9:00 AM to 4:00 PM ဗမာဘာသာစကား၊ တီးတိန်ဘာသာစကား၊ ဖလမ်းဘာသာစကား၊ ဟားခါးဘာသာစကားတို့ဖြင့်တိုင်ပင်နိုင်မည် ဖြစ်ပါသည်။,,,,,,,,,,
710,ပရဟိတ,,သုခ ရောင်ခြည်လူမှုကူညီရေးအသင်း,,လှည်းကူးမြို့နယ်,09795475315,,,,,လှည်းကူး,Hlegu ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"17.09875,96.22745",,,,,,,,,,,
711,ပရဟိတ,,ဓမ္မဂုဏ်ရောင်လူမှုကူညီရေးအသင်း,,လှည်းကူးမြို့နယ်,0942046479,,,,,လှည်းကူး,Hlegu ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"17.09875,96.22745",,,,,,,,,,,
712,ပရဟိတ,,ဝါးနက်ချောင်းလူမှုကူညီရေးအသင်း,,မှော်ဘီမြို့နယ်,09450714336,,,,,မှော်ဘီ,Hmawbi ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"17.09987,96.0418",,,,,,,,,,,
713,ပရဟိတ,,နည်းပညာတက္ကသိုလ်(မှော်ဘီ),,မှော်ဘီမြို့နယ်,09782502213,,,,,မှော်ဘီ,Hmawbi ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"17.09987,96.0418",,,,,,,,,,,
714,ပရဟိတ,,မာတာလူမှုကူညီရေးအသင်း,,မင်္ဂလာဒုံမြို့နယ်,09429690272,,,,,မင်္ဂလာဒုံ,Mingaladon,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.94914,96.12795",,,,,,,,,,,
715,ပရဟိတ,,ဓမ္မဝါဒီလူမှုကူညီရေးအသင်း,,မင်္ဂလာဒုံမြို့နယ်,09974740097,,,,,မင်္ဂလာဒုံ,Mingaladon,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.94914,96.12795",,,,,,,,,,,
716,ပရဟိတ,,မဇ္ဈိမလှိုင်းလူမှုကူညီရေးအသင်း,,ထောက်ကြန့်မြို့နယ်,09799913778,,,,,ထောက်ကြန့်,Htaukkyant ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"17.0427556521,96.1323128013",,,,,,,,,,,
717,ပရဟိတ,,Super Sunday လူမှုကူညီရေးအသင်း,,အင်းစိန်မြို့နယ်,09965025307,,,,,အင်းစိန်,Insein,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.901771,96.095959",,,,,,,,,,,
718,ပရဟိတ,,အေးမြချမ်းသာ လူမှုကူညီရေးအသင်း,,ထန်းတပင်မြို့နယ်,09793894962,,,,,ထန်းတပင်,Htantabin ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"17.0174,95.9827",,,,,,,,,,,
719,ပရဟိတ,,စာနာစိတ်ဖြင့်ကမ်းလက်များ လူမှုကူညီရေးအသင်း,,ရွှေပြည်သာမြို့နယ်,09679809080,,,,,ရွှေပြည်သာ,Shwepyithar ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.95504,96.08329",,,,,,,,,,,
720,ပရဟိတ,,ဇီဝိတ ပါလ လူမှုကူညီရေးအသင်း,,ရွှေပြည်သာမြို့နယ်,09799516966,,,,,ရွှေပြည်သာ,Shwepyithar ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.95504,96.08329",,,,,,,,,,,
721,ပရဟိတ,,ဖြူစင်မေတ္တာ လူမှုကူညီရေးအသင်း,,ရွှေပြည်သာမြို့နယ်,0973017188,,,,,ရွှေပြည်သာ,Shwepyithar ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.95504,96.08329",,,,,,,,,,,
722,ပရဟိတ,,လောကဓံ သစ္စာ လူမှုကူညီရေးအသင်း,,ရွှေပြည်သာမြို့နယ်,095015706,,,,,ရွှေပြည်သာ,Shwepyithar ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.95504,96.08329",,,,,,,,,,,
723,ပရဟိတ,,Golden Star လူမှုကူညီရေးအသင်း,,တညင်းကုန်းမြို့နယ်,09899927044,,,,,,,,,,,,,,,,,,,,
724,ပရဟိတ,,သွေး လူငယ်ပရဟိတအသင်း,,ဒဂုံမြို့သစ်အရှေ့ပိုင်းမြို့နယ်,09953172293,,,,,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),Dagon Myothit (East),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.912805,96.213226",,,,,,,,,,,
725,ပရဟိတ,,မေတ္တာသင်္ဂဟ သာရေးနာရေးအသင်း,,ဒဂုံမြို့သစ်အရှေ့ပိုင်းမြို့နယ်,09264557869,,,,,ဒဂုံမြို့သစ် (အရှေ့ပိုင်း),Dagon Myothit (East),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.912805,96.213226",,,,,,,,,,,
726,ပရဟိတ,,သီရိမင်္ဂလာပရဟိတအသင်း,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09260336577,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
727,ပရဟိတ,,အနှိုင်းမဲ့ နာရေးကူညီမှုအသင်း,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09448044142,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
728,ပရဟိတ,,အမေ့မေတ္တာ နာရေးကူညီမှုအသင်း,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09766097376,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
729,ပရဟိတ,,မင်္ဂလာရာမ နာရေးကူညီမှုအသင်း,,ဒဂုံမြို့သစ်တောင်ပိုင်းမြို့နယ်,09252319202,,,,,ဒဂုံမြို့သစ်(တောင်ပိုင်း),Dagon Myothit (South) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.84016,96.22582",,,,,,,,,,,
730,ပရဟိတ,,ထွန်းမေတ္တာ ပရဟိတအသင်း,,ဒဂုံမြို့သစ်မြောက်ပိုင်းမြို့နယ်,09777928035,,,,,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),Dagon Myothit (North) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.87774,96.19079",,,,,,,,,,,
731,ပရဟိတ,,ရွှေသန်လျင် နာရေးကူညီမှုအသင်း,,ဒဂုံဆိပ်ကမ်းမြို့နယ်,0973148886,,,,,ဒဂုံမြို့သစ် (ဆိပ်ကမ်း),Dagon Myothit (Seikkan),ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.840488,96.272564",,,,,,,,,,,
732,ပရဟိတ,,ဓူဝံကြယ် လူမှုကူညီကယ်ဆယ်ရေးအသင်း,,သာကေတမြို့နယ်,09425944244,,,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,,,,,,,,,
733,ပရဟိတ,,ဖြူစင်မေတ္တာအောင်ရတနာအသင်း,,သာကေတမြို့နယ်,09444491200,,,,,သာကေတ,Thaketa,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.793009,96.202959",,,,,,,,,,,
734,ပရဟိတ,,ဖြူစင်မေတ္တာ ပရဟိတအသင်း,,ဒေါပုံမြို့နယ်,095083332,,,,,,,,,,,,,,,,,,,,
735,ပရဟိတ,,လှိုင်သာယာကွန်ယက် ,,(၁၄) သင်း,,,,,,,,,,,,,,,,,,,,,
736,ပရဟိတ,,People Rescue Organization (PRO) လူမှုကူညီကယ်ဆယ်ရေးအသင်း,,(၄) သင်း,,,,,,,,,,,,,,,,,,,,,
737,ပရဟိတ,,ဖြူစင် မေတ္တာလူမှုကူညီရေးအသင်း,,ပီလခတ်ကျေးရွာ,,,,,,,,,,,,,,,,,,,,,
738,ပရဟိတ,,ကုသိုလ်တောင်နာရေးကူညီမှုအသင်း,,ဝမ်းရွာကျေးရွာ,,,,,,,,,,,,,,,,,,,,,
739,ပရဟိတ,,မနောသုခလူမှုကူညီရေးအသင်း,,လှည်းကူးမြို့နယ်,,,,,,လှည်းကူး,Hlegu ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"17.09875,96.22745",,,,,,,,,,,
740,ပရဟိတ,,ခိုကိုးရာမဲ့ဘိုးဘွားများစောင့်ရှောက်ရေးနှင့်လူမှုကူညီရေးအသင်း,,တိုက်ကြီးမြို့နယ်,,,,,,တိုက်ကြီး,Taikkyi ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"17.31263,95.96344",,,,,,,,,,,
741,ပရဟိတ,,ရှမ်းမေတ္တာ လူမှုကူညီရေးအသင်း,,တိုက်ကြီးမြို့နယ်,,,,,,တိုက်ကြီး,Taikkyi ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"17.31263,95.96344",,,,,,,,,,,
742,ပရဟိတ,,ရှင်သန်ရေးကူညီမှုအသင်းခွဲ (၁),,မင်္ဂလာဒုံမြို့နယ်,,,,,,မင်္ဂလာဒုံ,Mingaladon,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.94914,96.12795",,,,,,,,,,,
743,ပရဟိတ,,Family Driving Group(FDG) လူမှုကူညီရေးအသင်း,,လှိုင်သာယာမြို့နယ်,,,,,,လှိုင်သာယာ,Hlaingtharya ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.85402,96.06893",,,,,,,,,,,
744,,,အိန္ဒြာဦး ဆေးကုခန်း,,အမှတ် (၇၈) စိတ္တသုခလမ်း၊ ကျောက်မြောင်းမြို့နယ်,,,,,,ကျောက်မြောင်း,Kyauk Myaung ,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,"22.59329,95.94495",မနက် ၈:၃၀ မှ ၁၀:၃၀နာရီထိ၊  ညနေ ၄ မှ ၇:၃၀ နာရီထိ ဆေးခန်း ဖွင့်သည်။ ကုသစရိတ် ရှိသည်။ ,,,,,,,,,,
745,,,ဒေါက်တာ ခင်မောင်ဝေ,,တပင်ရွှေထီးလမ်းမပေါ်၊ ၃၉ ရပ်ကွက်၊ ဒဂုံမြို့သစ် မြောက်ပိုင်းမြို့နယ်,,,,,,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),Dagon Myothit (North) ,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.87774,96.19079",ညနေ ၅ နာရီမှစဆေးခန်းပြနိုင်သည်။ ငွေကြေးခက်ခဲသူများအတွက် အခမဲ့,,,,,,,,,,
746,ဆရာဝန် (အိမ်ဝန်ဆောင်မှု),,ရွှေဟင်္သာ အဆင့်မြင့် ဆေးခန်းနှင့် ရောဂါရှာဖွေရေး,,https://www.facebook.com/%E1%80%9B%E1%80%BD%E1%80%BE%E1%80%B1%E1%80%9F%E1%80%84%E1%80%BA%E1%80%B9%E1%80%9E%E1%80%AC-%E1%80%A1%E1%80%86%E1%80%84%E1%80%BA%E1%80%B7%E1%80%99%E1%80%BC%E1%80%84%E1%80%BA%E1%80%B7%E1%80%86%E1%80%B1%E1%80%B8%E1%80%81%E1%80%94%E1%80%BA%E1%80%B8%E1%80%94%E1%80%BE%E1%80%84%E1%80%BA%E1%80%B7-%E1%80%9B%E1%80%B1%E1%80%AC%E1%80%82%E1%80%AB%E1%80%9B%E1%80%BE%E1%80%AC%E1%80%96%E1%80%BD%E1%80%B1%E1%80%9B%E1%80%B1%E1%80%B8-100822618926566/,09981924865,,,,,မုံရွာ,Monywa ,စစ်ကိုင်းတိုင်းဒေသကြီး,Sagaing,"22.12168,95.13963",,,,,,,,,,,
747,ကိုဗစ်စစ်ရန်,,ဝိတိုရိယဆေးရုံ ,,အမှတ်(၆၈) တော်ဝန်လမ်း၊ မရမ်းကုန်း,,,,,,မရမ်းကုန်း,Mayangone,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.86619,96.142611","RDT, RT, PCR",,,,,,,,,,
748,ကိုဗစ်စစ်ရန်,,N-Health Myanmar ဓါတ်ခွဲခန်း,,အမှတ် (၈၀၇) မဟာဗန္ဓုလလမ်း၊ လမ်းမတော်မြို့နယ်,,,,,,လမ်းမတော်,Lanmadaw,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.779913,96.142335","RDT, RT, PCR",,,,,,,,,,
749,ကိုဗစ်စစ်ရန်,,Yangon Aerodrome ဓါတ်ခွဲခန်း,,မင်္ဂလာဒုံ လေဆိပ်ဝင်း၊ ပြည်လမ်း၊ အနန်းပင် ရပ်ကွက်၊ မင်္ဂလာဒုံမြို့နယ်,,,,,,မင်္ဂလာဒုံ,Mingaladon,ရန်ကုန်တိုင်းဒေသကြီး,Yangon,"16.94914,96.12795","RDT, RT, PCR",,,,,,,,,,
